PartitionKey,RowKey,Value
tenants:pmdemo1-rc,EnableAIVisionCaptions,true
tenants:pmdemo1-rc,EnableAzureSdkLogging,true
tenants:pmdemo1-rc,EnableBriaCampaignGeneration,true
tenants:pmdemo1-rc,EnableBulkEdit,True
tenants:pmdemo1-rc,EnableCAILicenseFlag,true
tenants:pmdemo1-rc,EnableChatGPTRecommendations,true
tenants:pmdemo1-rc,EnableConfigurableSearchTab,true
tenants:pmdemo1-rc,EnableContentAutomationHub,true
tenants:pmdemo1-rc,EnableDidYouMean,true
tenants:pmdemo1-rc,EnableEnhancedTranscription,true
tenants:pmdemo1-rc,EnableFieldSetupDesigner,True
tenants:pmdemo1-rc,EnableFileVersionThumbnail,true
tenants:pmdemo1-rc,EnableGPT5FileVersionCompare,true
tenants:pmdemo1-rc,EnableImageSearch,true
tenants:pmdemo1-rc,EnableOperationsSearch,true
tenants:pmdemo1-rc,EnablePublicAccess,true
tenants:pmdemo1-rc,EnableRecommendationCenter,true
tenants:pmdemo1-rc,EnableSemanticSearch,true
tenants:pmdemo1-rc,EnableSmartActionReview,true
tenants:pmdemo1-rc,EnableSmartActions,true
tenants:pmdemo1-rc,EnableSmartReviewWithCheckFramework,True
tenants:pmdemo1-rc,EnableSmartSearch,true
tenants:pmdemo1-rc,EnableSmartTransform,true
tenants:pmdemo1-rc,EnableTokenExpirationCheckUploadService,true
tenants:pmdemo1-rc,EnableVersionChangeInsights,True
tenants:pmdemo1-rc,EnableVideoSummaryGeneration,true
tenants:pmdemo1-rc,ExcludeFileVersionPermissionOnDraft,True
tenants:pmdemo1-rc,ExtendSimpleTextSearch,true
tenants:pmdemo1-rc,Jsonfields,true
tenants:pmdemo1-rc,MOUserTokenDamUI,true
tenants:pmdemo1-rc,PublicCDN,true
tenants:pmdemo1-rc,PublicCDNPassPhrase,demo18
tenants:pmdemo1-rc,PublishUserEvents,true
tenants:pmdemo1-rc,RecordInheritance,true
tenants:pmdemo1-rc,ReplaceMarkupToolWithAnnotationViewer,True
tenants:pmdemo1-rc,SearchAIInfluencedLicenseFlag,true
tenants:pmdemo1-rc,SimpleTextSearch,true
tenants:pmdemo1-rc,UseUserDisplayName,true
tenants:pmdemo1-rc,VideoSummary,true
tenants:qa-rc,BrandGuidelineMigrationComplete,true
tenants:qa-rc,EnableBulkEdit,True
tenants:qa-rc,EnableEnhancedTranscription,True
tenants:qa-rc,EnableTokenExpirationCheckUploadService,true
tenants:qa-rc,ExcludeFileVersionPermissionOnDraft,True
tenants:qa1-rc,AdamTransactionTelemetry,true
tenants:qa1-rc,AllowRecordSaveLock,true
tenants:qa1-rc,AnalyticsDataCaptureEnabled,true
tenants:qa1-rc,AuditArchive,true
tenants:qa1-rc,AuditTrailUI,true
tenants:qa1-rc,BrandGuidelineMigrationComplete,true
tenants:qa1-rc,Diacritics,true
tenants:qa1-rc,EnableActivityMonitorDAMAssets,true
tenants:qa1-rc,EnableAzureSdkLogging,true
tenants:qa1-rc,EnableBulkEdit,True
tenants:qa1-rc,EnableChatGPTRecommendations,true
tenants:qa1-rc,EnableContentAutomationHub,false
tenants:qa1-rc,EnableEnhancedTranscription,True
tenants:qa1-rc,EnableRecommendationCenter,true
tenants:qa1-rc,EnableSmartActions,true
tenants:qa1-rc,EnableTokenExpirationCheckUploadService,true
tenants:qa1-rc,EnableTranslationAgentAdmin,true
tenants:qa1-rc,EnableUsingAsposeForAllPdfs,True
tenants:qa1-rc,ExcludeFileVersionPermissionOnDraft,True
tenants:qa1-rc,ExtendSimpleTextSearch,true
tenants:qa1-rc,PublicCDN,true
tenants:qa1-rc,PublicCDNPassPhrase,some_phrase_to_encrypt
tenants:qa1-rc,PublishUserEvents,true
tenants:qa1-rc,RecordInheritance,true
tenants:qa1-rc,ShowClassificationFirstFeature,false
tenants:qa1-rc,SimpleTextSearch,true
tenants:qa1-rc,UseUserDisplayName,true
tenants:qa2-rc,AllowRecordSaveLock,true
tenants:qa2-rc,AnalyticsDataCaptureEnabled,true
tenants:qa2-rc,AuditArchive,true
tenants:qa2-rc,AuditTrailUI,true
tenants:qa2-rc,BrandGuidelineMigrationComplete,true
tenants:qa2-rc,EnableAzureSdkLogging,true
tenants:qa2-rc,EnableBulkEdit,True
tenants:qa2-rc,EnableChatGPTRecommendations,true
tenants:qa2-rc,EnableEnhancedTranscription,True
tenants:qa2-rc,EnableTokenExpirationCheckUploadService,true
tenants:qa2-rc,EnableUsingAsposeForAllPdfs,True
tenants:qa2-rc,ExcludeFileVersionPermissionOnDraft,True
tenants:qa2-rc,ExtendSimpleTextSearch,true
tenants:qa2-rc,PublicCDN,false
tenants:qa2-rc,PublishUserEvents,true
tenants:qa5-rc,AdamTransactionTelemetry,true
tenants:qa5-rc,AllowRecordSaveLock,true
tenants:qa5-rc,AnalyticsDataCaptureEnabled,true
tenants:qa5-rc,AprimoAnnotationViewerEnabled,false
tenants:qa5-rc,AuditArchive,true
tenants:qa5-rc,AuditTrailUI,true
tenants:qa5-rc,BrandGuidelineMigrationComplete,true
tenants:qa5-rc,BuildOptimizedClassificationFacets,true
tenants:qa5-rc,CdnDisabled,false
tenants:qa5-rc,ContentPopularitySort,true
tenants:qa5-rc,CustomVisionSmartTags,true
tenants:qa5-rc,DamAnniversaryDate,2024/12/12
tenants:qa5-rc,ElasticFiddler,false
tenants:qa5-rc,EnableAIContentItemAgents,true
tenants:qa5-rc,EnableAIContentTypeResolution,true
tenants:qa5-rc,EnableAIPredictiveMetadata,true
tenants:qa5-rc,EnableAITranscriptionTranslation,true
tenants:qa5-rc,EnableAIVisionCaptions,true
tenants:qa5-rc,EnableActivityMonitorDAMAssets,true
tenants:qa5-rc,EnableAzureSdkLogging,true
tenants:qa5-rc,EnableBulkEdit,true
tenants:qa5-rc,EnableCAILicenseFlag,True
tenants:qa5-rc,EnableChatGPTRecommendations,true
tenants:qa5-rc,EnableConfigurableSearchTab,true
tenants:qa5-rc,EnableContentTypeConfigurationInDAMUI,true
tenants:qa5-rc,EnableDidYouMean,true
tenants:qa5-rc,EnableEnhancedTranscription,true
tenants:qa5-rc,EnableFieldSetupDesigner,True
tenants:qa5-rc,EnableFieldValidationDiagnostics,false
tenants:qa5-rc,EnableFileVersionThumbnail,true
tenants:qa5-rc,EnableGPT5FileVersionCompare,true
tenants:qa5-rc,EnableGPTFileInput,true
tenants:qa5-rc,EnableImageSearch,true
tenants:qa5-rc,EnableLowerMaxPageSizeForRecords,true
tenants:qa5-rc,EnableMetadataPredictionMultiPass,false
tenants:qa5-rc,EnableOperationsSearch,true
tenants:qa5-rc,EnablePublicAccess,true
tenants:qa5-rc,EnablePushNotificationEmails,true
tenants:qa5-rc,EnableRecommendationCenter,true
tenants:qa5-rc,EnableReviewFileForGPTFileInput,true
tenants:qa5-rc,EnableSemanticSearch,true
tenants:qa5-rc,EnableSmartFacets,true
tenants:qa5-rc,EnableSmartSearch,true
tenants:qa5-rc,EnableSmartTransform,true
tenants:qa5-rc,EnableTokenExpirationCheckUploadService,true
tenants:qa5-rc,EnableVersionChangeInsightsImages,true
tenants:qa5-rc,EnableVideoSummaryGeneration,true
tenants:qa5-rc,ExcludeFileVersionPermissionOnDraft,true
tenants:qa5-rc,ExtendSimpleTextSearch,true
tenants:qa5-rc,HtmlSanitizer,FALSE
tenants:qa5-rc,IncludeRecordCheckOnCanDeletePublicLink,true
tenants:qa5-rc,LogTelemetryForRestMappings,true
tenants:qa5-rc,MOUserTokenDamUI,true
tenants:qa5-rc,PublicCDN,true
tenants:qa5-rc,PublicCDNPassPhrase,alla
tenants:qa5-rc,PublishUserEvents,true
tenants:qa5-rc,PutSCLFInSessionBulkEdit,true
tenants:qa5-rc,RecordInheritance,true
tenants:qa5-rc,SalesforceConnector,true
tenants:qa5-rc,SearchAIInfluencedLicenseFlag,true
tenants:qa5-rc,ShowClassificationFirstFeature,false
tenants:qa5-rc,SimpleTextSearch,true
tenants:qa5-rc,UseJobCreatedByForMaintenanceExecution,true
tenants:qa5-rc,UseOptimizedClassificationFacets,true
tenants:qa5-rc,UseUserDisplayName,true
tenants:qa5-rc,VideoSummary,true
tenants:qagolden-rc,AllowRecordSaveLock,true
tenants:qagolden-rc,AnalyticsDataCaptureEnabled,true
tenants:qagolden-rc,AuditArchive,true
tenants:qagolden-rc,AuditTrailUI,true
tenants:qagolden-rc,BrandGuidelineMigrationComplete,true
tenants:qagolden-rc,EnableAzureSdkLogging,true
tenants:qagolden-rc,EnableBulkEdit,True
tenants:qagolden-rc,EnableEnhancedTranscription,True
tenants:qagolden-rc,EnableTokenExpirationCheckUploadService,true
tenants:qagolden-rc,EnableUsingAsposeForAllPdfs,True
tenants:qagolden-rc,ExcludeFileVersionPermissionOnDraft,True
tenants:qagolden-rc,ExtendSimpleTextSearch,true
tenants:qagolden-rc,PublicCDN,false
tenants:qagolden-rc,PublishUserEvents,true
tenants:qagolden-rc,SimpleTextSearch,true
tenants:qagolden-rc,UseUserDisplayName,true
tenants:rdblueprint-rc,AllowRecordSaveLock,true
tenants:rdblueprint-rc,BrandGuidelineMigrationComplete,true
tenants:rdblueprint-rc,EnableBulkEdit,True
tenants:rdblueprint-rc,EnableEnhancedTranscription,True
tenants:rdblueprint-rc,EnableTokenExpirationCheckUploadService,true
tenants:rdblueprint-rc,ExcludeFileVersionPermissionOnDraft,True
tenants:rdblueprint-rc,ExtendSimpleTextSearch,true
tenants:retail-rc,AllowRecordSaveLock,true
tenants:retail-rc,BrandGuidelineMigrationComplete,true
tenants:retail-rc,EnableBulkEdit,True
tenants:retail-rc,EnableEnhancedTranscription,True
tenants:retail-rc,EnableTokenExpirationCheckUploadService,true
tenants:retail-rc,EnableUsingAsposeForAllPdfs,True
tenants:retail-rc,ExcludeFileVersionPermissionOnDraft,True
tenants:retail-rc,ExtendSimpleTextSearch,true
tenants:ssogoldenautomation-rc,AllowRecordSaveLock,true
tenants:ssogoldenautomation-rc,AnalyticsDataCaptureEnabled,true
tenants:ssogoldenautomation-rc,BrandGuidelineMigrationComplete,true
tenants:ssogoldenautomation-rc,EnableAzureSdkLogging,true
tenants:ssogoldenautomation-rc,EnableBulkEdit,True
tenants:ssogoldenautomation-rc,EnableEnhancedTranscription,True
tenants:ssogoldenautomation-rc,EnableTokenExpirationCheckUploadService,true
tenants:ssogoldenautomation-rc,EnableUsingAsposeForAllPdfs,True
tenants:ssogoldenautomation-rc,ExcludeFileVersionPermissionOnDraft,True
tenants:ssogoldenautomation-rc,ExtendSimpleTextSearch,true
tenants:ssogoldenautomation-rc,PublishUserEvents,true
tenants:ssotestautomation-rc,AllowRecordSaveLock,true
tenants:ssotestautomation-rc,AnalyticsDataCaptureEnabled,true
tenants:ssotestautomation-rc,BrandGuidelineMigrationComplete,true
tenants:ssotestautomation-rc,EnableAzureSdkLogging,true
tenants:ssotestautomation-rc,EnableBulkEdit,True
tenants:ssotestautomation-rc,EnableEnhancedTranscription,True
tenants:ssotestautomation-rc,EnableTokenExpirationCheckUploadService,true
tenants:ssotestautomation-rc,EnableUsingAsposeForAllPdfs,True
tenants:ssotestautomation-rc,ExcludeFileVersionPermissionOnDraft,True
tenants:ssotestautomation-rc,ExtendSimpleTextSearch,true
tenants:ssotestautomation-rc,PublishUserEvents,true
